L -638.0, -803.0, 490.0, -609.0, -726.0, 490.0, 0, 0, 0
L -609.0, -726.0, 490.0, -609.0, -708.0, 490.0, 0, 0, 0
L -609.0, -708.0, 490.0, -598.0, -685.0, 490.0, 0, 0, 0
L -598.0, -685.0, 490.0, -589.0, -678.0, 490.0, 0, 0, 0
L -589.0, -678.0, 490.0, -565.0, -675.0, 490.0, 0, 0, 0
L -565.0, -675.0, 490.0, -544.0, -680.0, 490.0, 0, 0, 0
L -544.0, -680.0, 490.0, -526.0, -681.0, 490.0, 0, 0, 0
L -526.0, -681.0, 490.0, -507.0, -654.0, 490.0, 0, 0, 0
L -507.0, -654.0, 490.0, -472.0, -651.0, 490.0, 0, 0, 0
L -472.0, -651.0, 490.0, -470.0, -678.0, 490.0, 0, 0, 0
L -470.0, -678.0, 490.0, -472.0, -690.0, 490.0, 0, 0, 0
L -472.0, -690.0, 490.0, -459.0, -691.0, 490.0, 0, 0, 0
L -459.0, -691.0, 490.0, -461.0, -654.0, 490.0, 0, 0, 0
L -461.0, -654.0, 490.0, -461.0, -651.0, 490.0, 0, 0, 0
L -461.0, -651.0, 490.0, -437.0, -653.0, 490.0, 0, 0, 0
L -437.0, -653.0, 490.0, -425.0, -659.0, 490.0, 0, 0, 0
L -425.0, -659.0, 490.0, -407.0, -669.0, 490.0, 0, 0, 0
L -407.0, -669.0, 490.0, -375.0, -663.0, 490.0, 0, 0, 0
L -375.0, -663.0, 490.0, -344.0, -666.0, 490.0, 0, 0, 0
L -344.0, -666.0, 490.0, -311.0, -636.0, 490.0, 0, 0, 0
L -311.0, -636.0, 490.0, -314.0, -613.0, 490.0, 0, 0, 0
L -314.0, -613.0, 490.0, -290.0, -584.0, 490.0, 0, 0, 0
L -290.0, -584.0, 490.0, -288.0, -560.0, 490.0, 0, 0, 0
L -288.0, -560.0, 490.0, -278.0, -542.0, 490.0, 0, 0, 0
L -278.0, -542.0, 490.0, -266.0, -534.0, 490.0, 0, 0, 0
L -266.0, -534.0, 490.0, -243.0, -531.0, 490.0, 0, 0, 0
L -243.0, -531.0, 490.0, -218.0, -538.0, 490.0, 0, 0, 0
L -218.0, -538.0, 490.0, -185.0, -510.0, 490.0, 0, 0, 0
L -185.0, -510.0, 490.0, -165.0, -507.0, 490.0, 0, 0, 0
L -165.0, -507.0, 490.0, -138.0, -507.0, 490.0, 0, 0, 0
L -138.0, -507.0, 490.0, -109.0, -504.0, 490.0, 0, 0, 0
L -109.0, -504.0, 490.0, -94.0, -513.0, 490.0, 0, 0, 0
L -94.0, -513.0, 490.0, -96.0, -556.0, 490.0, 0, 0, 0
L -96.0, -556.0, 490.0, -83.0, -554.0, 490.0, 0, 0, 0
L -83.0, -554.0, 490.0, -85.0, -520.0, 490.0, 0, 0, 0
L -85.0, -520.0, 490.0, -85.0, -517.0, 490.0, 0, 0, 0
L -85.0, -517.0, 490.0, -46.0, -514.0, 490.0, 0, 0, 0
L -46.0, -514.0, 490.0, -25.0, -522.0, 490.0, 0, 0, 0
L -25.0, -522.0, 490.0, -5.0, -532.0, 490.0, 0, 0, 0
L -5.0, -532.0, 490.0, 26.0, -525.0, 490.0, 0, 0, 0
L 26.0, -525.0, 490.0, 52.0, -530.0, 490.0, 0, 0, 0
L 52.0, -530.0, 490.0, 62.0, -542.0, 490.0, 0, 0, 0
L 62.0, -542.0, 490.0, 70.0, -560.0, 490.0, 0, 0, 0
L 70.0, -560.0, 490.0, 65.0, -575.0, 490.0, 0, 0, 0
L 65.0, -575.0, 490.0, 70.0, -597.0, 490.0, 0, 0, 0
L 70.0, -597.0, 490.0, 59.0, -618.0, 490.0, 0, 0, 0
L 59.0, -618.0, 490.0, 42.0, -627.0, 490.0, 0, 0, 0
L 42.0, -627.0, 490.0, 21.0, -628.0, 490.0, 0, 0, 0
L 21.0, -628.0, 490.0, -1.0, -622.0, 490.0, 0, 0, 0
L -1.0, -622.0, 490.0, -27.0, -631.0, 490.0, 0, 0, 0
L -27.0, -631.0, 490.0, -59.0, -627.0, 490.0, 0, 0, 0
L -59.0, -627.0, 490.0, -85.0, -627.0, 490.0, 0, 0, 0
L -85.0, -627.0, 490.0, -85.0, -620.0, 490.0, 0, 0, 0
L -85.0, -620.0, 490.0, -83.0, -591.0, 490.0, 0, 0, 0
L -83.0, -591.0, 490.0, -96.0, -595.0, 490.0, 0, 0, 0
L -96.0, -595.0, 490.0, -94.0, -624.0, 490.0, 0, 0, 0
L -94.0, -624.0, 490.0, -94.0, -627.0, 490.0, 0, 0, 0
L -94.0, -627.0, 490.0, -117.0, -627.0, 490.0, 0, 0, 0
L -117.0, -627.0, 490.0, -138.0, -633.0, 490.0, 0, 0, 0
L -138.0, -633.0, 490.0, -177.0, -639.0, 490.0, 0, 0, 0
L -177.0, -639.0, 490.0, -211.0, -671.0, 490.0, 0, 0, 0
L -211.0, -671.0, 490.0, -222.0, -690.0, 490.0, 0, 0, 0
L -222.0, -690.0, 490.0, -231.0, -711.0, 490.0, 0, 0, 0
L -231.0, -711.0, 490.0, -224.0, -743.0, 490.0, 0, 0, 0
L -224.0, -743.0, 490.0, -210.0, -766.0, 490.0, 0, 0, 0
L -210.0, -766.0, 490.0, -182.0, -794.0, 490.0, 0, 0, 0
L -182.0, -794.0, 490.0, -162.0, -799.0, 490.0, 0, 0, 0
L -162.0, -799.0, 490.0, -142.0, -803.0, 490.0, 0, 0, 0
L -142.0, -803.0, 490.0, -125.0, -813.0, 490.0, 0, 0, 0
L -125.0, -813.0, 490.0, -94.0, -810.0, 490.0, 0, 0, 0
L -94.0, -810.0, 490.0, -94.0, -809.0, 490.0, 0, 0, 0
L -94.0, -809.0, 490.0, -94.0, -822.0, 490.0, 0, 0, 0
L -94.0, -822.0, 490.0, -96.0, -850.0, 490.0, 0, 0, 0
L -96.0, -850.0, 490.0, -83.0, -847.0, 490.0, 0, 0, 0
L -83.0, -847.0, 490.0, -85.0, -816.0, 490.0, 0, 0, 0
L -85.0, -816.0, 490.0, -85.0, -810.0, 490.0, 0, 0, 0
L -85.0, -810.0, 490.0, -54.0, -810.0, 490.0, 0, 0, 0
L -54.0, -810.0, 490.0, -38.0, -807.0, 490.0, 0, 0, 0
L -38.0, -807.0, 490.0, -25.0, -805.0, 490.0, 0, 0, 0
L -25.0, -805.0, 490.0, -16.0, -808.0, 490.0, 0, 0, 0
L -16.0, -808.0, 490.0, -2.0, -814.0, 490.0, 0, 0, 0
L -2.0, -814.0, 490.0, 26.0, -807.0, 490.0, 0, 0, 0
L 26.0, -807.0, 490.0, 51.0, -810.0, 490.0, 0, 0, 0
L 51.0, -810.0, 490.0, 70.0, -841.0, 490.0, 0, 0, 0
L 70.0, -841.0, 490.0, 65.0, -857.0, 490.0, 0, 0, 0
L 65.0, -857.0, 490.0, 70.0, -878.0, 490.0, 0, 0, 0
L 70.0, -878.0, 490.0, 60.0, -899.0, 490.0, 0, 0, 0
L 60.0, -899.0, 490.0, 50.0, -908.0, 490.0, 0, 0, 0
L 50.0, -908.0, 490.0, 22.0, -911.0, 490.0, 0, 0, 0
L 22.0, -911.0, 490.0, -1.0, -904.0, 490.0, 0, 0, 0
L -1.0, -904.0, 490.0, -25.0, -914.0, 490.0, 0, 0, 0
L -25.0, -914.0, 490.0, -54.0, -917.0, 490.0, 0, 0, 0
L -54.0, -917.0, 490.0, -85.0, -925.0, 490.0, 0, 0, 0
L -85.0, -925.0, 490.0, -85.0, -914.0, 490.0, 0, 0, 0
L -85.0, -914.0, 490.0, -83.0, -886.0, 490.0, 0, 0, 0
L -83.0, -886.0, 490.0, -96.0, -885.0, 490.0, 0, 0, 0
L -96.0, -885.0, 490.0, -94.0, -913.0, 490.0, 0, 0, 0
L -94.0, -913.0, 490.0, -94.0, -924.0, 490.0, 0, 0, 0
L -94.0, -924.0, 490.0, -146.0, -929.0, 490.0, 0, 0, 0
L -146.0, -929.0, 490.0, -159.0, -929.0, 490.0, 0, 0, 0
L -159.0, -929.0, 490.0, -177.0, -928.0, 490.0, 0, 0, 0
L -177.0, -928.0, 490.0, -193.0, -920.0, 490.0, 0, 0, 0
L -193.0, -920.0, 490.0, -209.0, -904.0, 490.0, 0, 0, 0
L -209.0, -904.0, 490.0, -228.0, -897.0, 490.0, 0, 0, 0
L -228.0, -897.0, 490.0, -249.0, -905.0, 490.0, 0, 0, 0
L -249.0, -905.0, 490.0, -271.0, -901.0, 490.0, 0, 0, 0
L -271.0, -901.0, 490.0, -282.0, -888.0, 490.0, 0, 0, 0
L -282.0, -888.0, 490.0, -290.0, -868.0, 490.0, 0, 0, 0
L -290.0, -868.0, 490.0, -290.0, -851.0, 490.0, 0, 0, 0
L -290.0, -851.0, 490.0, -313.0, -824.0, 490.0, 0, 0, 0
L -313.0, -824.0, 490.0, -309.0, -805.0, 490.0, 0, 0, 0
L -309.0, -805.0, 490.0, -341.0, -770.0, 490.0, 0, 0, 0
L -341.0, -770.0, 490.0, -375.0, -773.0, 490.0, 0, 0, 0
L -375.0, -773.0, 490.0, -405.0, -769.0, 490.0, 0, 0, 0
L -405.0, -769.0, 490.0, -431.0, -771.0, 490.0, 0, 0, 0
L -431.0, -771.0, 490.0, -453.0, -765.0, 490.0, 0, 0, 0
L -453.0, -765.0, 490.0, -461.0, -766.0, 490.0, 0, 0, 0
L -461.0, -766.0, 490.0, -461.0, -739.0, 490.0, 0, 0, 0
L -461.0, -739.0, 490.0, -459.0, -724.0, 490.0, 0, 0, 0
L -459.0, -724.0, 490.0, -472.0, -728.0, 490.0, 0, 0, 0
L -472.0, -728.0, 490.0, -470.0, -756.0, 490.0, 0, 0, 0
L -470.0, -756.0, 490.0, -470.0, -772.0, 490.0, 0, 0, 0
L -470.0, -772.0, 490.0, -487.0, -781.0, 490.0, 0, 0, 0
L -487.0, -781.0, 490.0, -517.0, -786.0, 490.0, 0, 0, 0
L -517.0, -786.0, 490.0, -549.0, -817.0, 490.0, 0, 0, 0
L -549.0, -817.0, 490.0, -561.0, -837.0, 490.0, 0, 0, 0
L -561.0, -837.0, 490.0, -565.0, -864.0, 490.0, 0, 0, 0
L -565.0, -864.0, 490.0, -572.0, -878.0, 490.0, 0, 0, 0
L -572.0, -878.0, 490.0, -563.0, -912.0, 490.0, 0, 0, 0
L -563.0, -912.0, 490.0, -574.0, -946.0, 490.0, 0, 0, 0
L -574.0, -946.0, 490.0, -561.0, -984.0, 490.0, 0, 0, 0
L -561.0, -984.0, 490.0, -561.0, -1005.0, 490.0, 0, 0, 0
L -561.0, -1005.0, 490.0, -549.0, -1027.0, 490.0, 0, 0, 0
L -549.0, -1027.0, 490.0, -517.0, -1059.0, 490.0, 0, 0, 0
L -517.0, -1059.0, 490.0, -490.0, -1046.0, 490.0, 0, 0, 0
L -490.0, -1046.0, 490.0, -470.0, -1043.0, 490.0, 0, 0, 0
L -470.0, -1043.0, 490.0, -470.0, -1061.0, 490.0, 0, 0, 0
L -470.0, -1061.0, 490.0, -472.0, -1093.0, 490.0, 0, 0, 0
L -472.0, -1093.0, 490.0, -459.0, -1088.0, 490.0, 0, 0, 0
L -459.0, -1088.0, 490.0, -461.0, -1058.0, 490.0, 0, 0, 0
L -461.0, -1058.0, 490.0, -461.0, -1043.0, 490.0, 0, 0, 0
L -461.0, -1043.0, 490.0, -448.0, -1039.0, 490.0, 0, 0, 0
L -448.0, -1039.0, 490.0, -433.0, -1035.0, 490.0, 0, 0, 0
L -433.0, -1035.0, 490.0, -420.0, -1049.0, 490.0, 0, 0, 0
L -420.0, -1049.0, 490.0, -406.0, -1065.0, 490.0, 0, 0, 0
L -406.0, -1065.0, 490.0, -377.0, -1064.0, 490.0, 0, 0, 0
L -377.0, -1064.0, 490.0, -355.0, -1067.0, 490.0, 0, 0, 0
L -355.0, -1067.0, 490.0, -331.0, -1078.0, 490.0, 0, 0, 0
L -331.0, -1078.0, 490.0, -304.0, -1073.0, 490.0, 0, 0, 0
L -304.0, -1073.0, 490.0, -274.0, -1075.0, 490.0, 0, 0, 0
L -274.0, -1075.0, 490.0, -252.0, -1081.0, 490.0, 0, 0, 0
L -252.0, -1081.0, 490.0, -225.0, -1065.0, 490.0, 0, 0, 0
L -225.0, -1065.0, 490.0, -199.0, -1055.0, 490.0, 0, 0, 0
L -199.0, -1055.0, 490.0, -183.0, -1054.0, 490.0, 0, 0, 0
L -183.0, -1054.0, 490.0, -168.0, -1063.0, 490.0, 0, 0, 0
L -168.0, -1063.0, 490.0, -138.0, -1058.0, 490.0, 0, 0, 0
L -138.0, -1058.0, 490.0, -117.0, -1042.0, 490.0, 0, 0, 0
L -117.0, -1042.0, 490.0, -94.0, -1038.0, 490.0, 0, 0, 0
L -94.0, -1038.0, 490.0, -94.0, -1079.0, 490.0, 0, 0, 0
L -94.0, -1079.0, 490.0, -96.0, -1092.0, 490.0, 0, 0, 0
L -96.0, -1092.0, 490.0, -83.0, -1091.0, 490.0, 0, 0, 0
L -83.0, -1091.0, 490.0, -85.0, -1042.0, 490.0, 0, 0, 0
L -85.0, -1042.0, 490.0, -85.0, -1038.0, 490.0, 0, 0, 0
L -85.0, -1038.0, 490.0, -54.0, -1060.0, 490.0, 0, 0, 0
L -54.0, -1060.0, 490.0, -24.0, -1073.0, 490.0, 0, 0, 0
L -24.0, -1073.0, 490.0, 2.0, -1063.0, 490.0, 0, 0, 0
L 2.0, -1063.0, 490.0, 32.0, -1066.0, 490.0, 0, 0, 0
L 32.0, -1066.0, 490.0, 45.0, -1086.0, 490.0, 0, 0, 0
L 45.0, -1086.0, 490.0, 50.0, -1097.0, 490.0, 0, 0, 0
L 50.0, -1097.0, 490.0, 45.0, -1114.0, 490.0, 0, 0, 0
L 45.0, -1114.0, 490.0, 47.0, -1139.0, 490.0, 0, 0, 0
L 47.0, -1139.0, 490.0, 38.0, -1157.0, 490.0, 0, 0, 0
L 38.0, -1157.0, 490.0, 29.0, -1163.0, 490.0, 0, 0, 0
L 29.0, -1163.0, 490.0, 8.0, -1166.0, 490.0, 0, 0, 0
L 8.0, -1166.0, 490.0, -23.0, -1150.0, 490.0, 0, 0, 0
L -23.0, -1150.0, 490.0, -56.0, -1154.0, 490.0, 0, 0, 0
L -56.0, -1154.0, 490.0, -85.0, -1170.0, 490.0, 0, 0, 0
L -85.0, -1170.0, 490.0, -85.0, -1155.0, 490.0, 0, 0, 0
L -85.0, -1155.0, 490.0, -83.0, -1126.0, 490.0, 0, 0, 0
L -83.0, -1126.0, 490.0, -96.0, -1130.0, 490.0, 0, 0, 0
L -96.0, -1130.0, 490.0, -94.0, -1162.0, 490.0, 0, 0, 0
L -94.0, -1162.0, 490.0, -94.0, -1170.0, 490.0, 0, 0, 0
L -94.0, -1170.0, 490.0, -108.0, -1165.0, 490.0, 0, 0, 0
L -108.0, -1165.0, 490.0, -120.0, -1153.0, 490.0, 0, 0, 0
L -120.0, -1153.0, 490.0, -150.0, -1141.0, 490.0, 0, 0, 0
L -150.0, -1141.0, 490.0, -191.0, -1144.0, 490.0, 0, 0, 0
L -191.0, -1144.0, 490.0, -212.0, -1136.0, 490.0, 0, 0, 0
L -212.0, -1136.0, 490.0, -248.0, -1142.0, 490.0, 0, 0, 0
L -248.0, -1142.0, 490.0, -272.0, -1138.0, 490.0, 0, 0, 0
L -272.0, -1138.0, 490.0, -301.0, -1142.0, 490.0, 0, 0, 0
L -301.0, -1142.0, 490.0, -325.0, -1135.0, 490.0, 0, 0, 0
L -325.0, -1135.0, 490.0, -360.0, -1163.0, 490.0, 0, 0, 0
L -360.0, -1163.0, 490.0, -379.0, -1166.0, 490.0, 0, 0, 0
L -379.0, -1166.0, 490.0, -404.0, -1166.0, 490.0, 0, 0, 0
L -404.0, -1166.0, 490.0, -430.0, -1163.0, 490.0, 0, 0, 0
L -430.0, -1163.0, 490.0, -461.0, -1170.0, 490.0, 0, 0, 0
L -461.0, -1170.0, 490.0, -461.0, -1155.0, 490.0, 0, 0, 0
L -461.0, -1155.0, 490.0, -459.0, -1125.0, 490.0, 0, 0, 0
L -459.0, -1125.0, 490.0, -472.0, -1127.0, 490.0, 0, 0, 0
L -472.0, -1127.0, 490.0, -470.0, -1159.0, 490.0, 0, 0, 0
L -470.0, -1159.0, 490.0, -470.0, -1170.0, 490.0, 0, 0, 0
L -470.0, -1170.0, 490.0, -494.0, -1165.0, 490.0, 0, 0, 0
L -494.0, -1165.0, 490.0, -513.0, -1155.0, 490.0, 0, 0, 0
L -513.0, -1155.0, 490.0, -549.0, -1187.0, 490.0, 0, 0, 0
L -549.0, -1187.0, 490.0, -558.0, -1203.0, 490.0, 0, 0, 0
L -558.0, -1203.0, 490.0, -561.0, -1233.0, 490.0, 0, 0, 0
L -561.0, -1233.0, 490.0, -573.0, -1264.0, 490.0, 0, 0, 0
L -573.0, -1264.0, 490.0, -562.0, -1298.0, 490.0, 0, 0, 0
L -562.0, -1298.0, 490.0, -572.0, -1327.0, 490.0, 0, 0, 0
L -572.0, -1327.0, 490.0, -564.0, -1351.0, 490.0, 0, 0, 0
L -564.0, -1351.0, 490.0, -561.0, -1373.0, 490.0, 0, 0, 0
L -561.0, -1373.0, 490.0, -550.0, -1395.0, 490.0, 0, 0, 0
L -550.0, -1395.0, 490.0, -519.0, -1426.0, 490.0, 0, 0, 0
L -519.0, -1426.0, 490.0, -484.0, -1434.0, 490.0, 0, 0, 0
L -484.0, -1434.0, 490.0, -470.0, -1442.0, 490.0, 0, 0, 0
L -470.0, -1442.0, 490.0, -470.0, -1458.0, 490.0, 0, 0, 0
L -470.0, -1458.0, 490.0, -472.0, -1486.0, 490.0, 0, 0, 0
L -472.0, -1486.0, 490.0, -459.0, -1484.0, 490.0, 0, 0, 0
L -459.0, -1484.0, 490.0, -461.0, -1451.0, 490.0, 0, 0, 0
L -461.0, -1451.0, 490.0, -461.0, -1446.0, 490.0, 0, 0, 0
L -461.0, -1446.0, 490.0, -429.0, -1442.0, 490.0, 0, 0, 0
L -429.0, -1442.0, 490.0, -421.0, -1443.0, 490.0, 0, 0, 0
L -421.0, -1443.0, 490.0, -409.0, -1445.0, 490.0, 0, 0, 0
L -409.0, -1445.0, 490.0, -372.0, -1441.0, 490.0, 0, 0, 0
L -372.0, -1441.0, 490.0, -347.0, -1444.0, 490.0, 0, 0, 0
L -347.0, -1444.0, 490.0, -312.0, -1415.0, 490.0, 0, 0, 0
L -312.0, -1415.0, 490.0, -314.0, -1392.0, 490.0, 0, 0, 0
L -314.0, -1392.0, 490.0, -293.0, -1367.0, 490.0, 0, 0, 0
L -293.0, -1367.0, 490.0, -290.0, -1342.0, 490.0, 0, 0, 0
L -290.0, -1342.0, 490.0, -278.0, -1319.0, 490.0, 0, 0, 0
L -278.0, -1319.0, 490.0, -263.0, -1311.0, 490.0, 0, 0, 0
L -263.0, -1311.0, 490.0, -243.0, -1309.0, 490.0, 0, 0, 0
L -243.0, -1309.0, 490.0, -220.0, -1316.0, 490.0, 0, 0, 0
L -220.0, -1316.0, 490.0, -188.0, -1289.0, 490.0, 0, 0, 0
L -188.0, -1289.0, 490.0, -165.0, -1285.0, 490.0, 0, 0, 0
L -165.0, -1285.0, 490.0, -141.0, -1285.0, 490.0, 0, 0, 0
L -141.0, -1285.0, 490.0, -118.0, -1283.0, 490.0, 0, 0, 0
L -118.0, -1283.0, 490.0, -107.0, -1284.0, 490.0, 0, 0, 0
L -107.0, -1284.0, 490.0, -94.0, -1287.0, 490.0, 0, 0, 0
L -94.0, -1287.0, 490.0, -94.0, -1310.0, 490.0, 0, 0, 0
L -94.0, -1310.0, 490.0, -96.0, -1336.0, 490.0, 0, 0, 0
L -96.0, -1336.0, 490.0, -83.0, -1337.0, 490.0, 0, 0, 0
L -83.0, -1337.0, 490.0, -85.0, -1296.0, 490.0, 0, 0, 0
L -85.0, -1296.0, 490.0, -85.0, -1290.0, 490.0, 0, 0, 0
L -85.0, -1290.0, 490.0, -57.0, -1290.0, 490.0, 0, 0, 0
L -57.0, -1290.0, 490.0, -38.0, -1296.0, 490.0, 0, 0, 0
L -38.0, -1296.0, 490.0, -24.0, -1300.0, 490.0, 0, 0, 0
L -24.0, -1300.0, 490.0, -6.0, -1309.0, 490.0, 0, 0, 0
L -6.0, -1309.0, 490.0, 23.0, -1303.0, 490.0, 0, 0, 0
L 23.0, -1303.0, 490.0, 47.0, -1306.0, 490.0, 0, 0, 0
L 47.0, -1306.0, 490.0, 60.0, -1316.0, 490.0, 0, 0, 0
L 60.0, -1316.0, 490.0, 70.0, -1337.0, 490.0, 0, 0, 0
L 70.0, -1337.0, 490.0, 65.0, -1352.0, 490.0, 0, 0, 0
L 65.0, -1352.0, 490.0, 70.0, -1374.0, 490.0, 0, 0, 0
L 70.0, -1374.0, 490.0, 59.0, -1396.0, 490.0, 0, 0, 0
L 59.0, -1396.0, 490.0, 24.0, -1407.0, 490.0, 0, 0, 0
L 24.0, -1407.0, 490.0, 0.0, -1400.0, 490.0, 0, 0, 0
L 0.0, -1400.0, 490.0, -27.0, -1410.0, 490.0, 0, 0, 0
L -27.0, -1410.0, 490.0, -68.0, -1414.0, 490.0, 0, 0, 0
L -68.0, -1414.0, 490.0, -85.0, -1417.0, 490.0, 0, 0, 0
L -85.0, -1417.0, 490.0, -83.0, -1372.0, 490.0, 0, 0, 0
L -83.0, -1372.0, 490.0, -96.0, -1375.0, 490.0, 0, 0, 0
L -96.0, -1375.0, 490.0, -94.0, -1405.0, 490.0, 0, 0, 0
L -94.0, -1405.0, 490.0, -94.0, -1417.0, 490.0, 0, 0, 0
L -94.0, -1417.0, 490.0, -117.0, -1410.0, 490.0, 0, 0, 0
L -117.0, -1410.0, 490.0, -172.0, -1417.0, 490.0, 0, 0, 0
L -172.0, -1417.0, 490.0, -201.0, -1440.0, 490.0, 0, 0, 0
L -201.0, -1440.0, 490.0, -217.0, -1459.0, 490.0, 0, 0, 0
L -217.0, -1459.0, 490.0, -224.0, -1472.0, 490.0, 0, 0, 0
L -224.0, -1472.0, 490.0, -224.0, -1517.0, 490.0, 0, 0, 0
L -224.0, -1517.0, 490.0, -214.0, -1539.0, 490.0, 0, 0, 0
L -214.0, -1539.0, 490.0, -181.0, -1572.0, 490.0, 0, 0, 0
L -181.0, -1572.0, 490.0, -144.0, -1579.0, 490.0, 0, 0, 0
L -144.0, -1579.0, 490.0, -120.0, -1588.0, 490.0, 0, 0, 0
L -120.0, -1588.0, 490.0, -94.0, -1587.0, 490.0, 0, 0, 0
L -94.0, -1587.0, 490.0, -94.0, -1614.0, 490.0, 0, 0, 0
L -94.0, -1614.0, 490.0, -96.0, -1627.0, 490.0, 0, 0, 0
L -96.0, -1627.0, 490.0, -83.0, -1626.0, 490.0, 0, 0, 0
L -83.0, -1626.0, 490.0, -85.0, -1587.0, 490.0, 0, 0, 0
L -85.0, -1587.0, 490.0, -61.0, -1585.0, 490.0, 0, 0, 0
L -61.0, -1585.0, 490.0, -24.0, -1573.0, 490.0, 0, 0, 0
L -24.0, -1573.0, 490.0, -6.0, -1590.0, 490.0, 0, 0, 0
L -6.0, -1590.0, 490.0, 24.0, -1585.0, 490.0, 0, 0, 0
L 24.0, -1585.0, 490.0, 52.0, -1590.0, 490.0, 0, 0, 0
L 52.0, -1590.0, 490.0, 59.0, -1596.0, 490.0, 0, 0, 0
L 59.0, -1596.0, 490.0, 70.0, -1618.0, 490.0, 0, 0, 0
L 70.0, -1618.0, 490.0, 65.0, -1633.0, 490.0, 0, 0, 0
L 65.0, -1633.0, 490.0, 70.0, -1656.0, 490.0, 0, 0, 0
L 70.0, -1656.0, 490.0, 59.0, -1678.0, 490.0, 0, 0, 0
L 59.0, -1678.0, 490.0, 46.0, -1686.0, 490.0, 0, 0, 0
L 46.0, -1686.0, 490.0, 23.0, -1689.0, 490.0, 0, 0, 0
L 23.0, -1689.0, 490.0, 0.0, -1682.0, 490.0, 0, 0, 0
L 0.0, -1682.0, 490.0, -27.0, -1692.0, 490.0, 0, 0, 0
L -27.0, -1692.0, 490.0, -63.0, -1697.0, 490.0, 0, 0, 0
L -63.0, -1697.0, 490.0, -85.0, -1703.0, 490.0, 0, 0, 0
L -85.0, -1703.0, 490.0, -85.0, -1690.0, 490.0, 0, 0, 0
L -85.0, -1690.0, 490.0, -83.0, -1662.0, 490.0, 0, 0, 0
L -83.0, -1662.0, 490.0, -96.0, -1664.0, 490.0, 0, 0, 0
L -96.0, -1664.0, 490.0, -94.0, -1698.0, 490.0, 0, 0, 0
L -94.0, -1698.0, 490.0, -94.0, -1703.0, 490.0, 0, 0, 0
L -94.0, -1703.0, 490.0, -113.0, -1704.0, 490.0, 0, 0, 0
L -113.0, -1704.0, 490.0, -136.0, -1707.0, 490.0, 0, 0, 0
L -136.0, -1707.0, 490.0, -170.0, -1707.0, 490.0, 0, 0, 0
